,BHID,FROM,TO,AU_AVG_GT
23,10,27.91968,29.13888,11.314
24,10,29.13888,30.0228,2.743
25,10,30.0228,30.66288,20.571
26,10,30.66288,32.18688,51.771
27,10,32.18688,32.64408,3.6
28,10,32.64408,33.528,3.6
29,10,35.6616,36.4236,0.686
30,10,36.4236,36.78936,3.6
31,10,36.78936,37.39896,0.686
2335,10165,4.78536,5.09016,0.09
2336,10165,18.50136,18.80616,0.02
2337,10165,35.3568,35.6616,0.02
2338,10165,80.772,81.0768,0.02
2339,10165,94.9452,95.25,0.02
2340,10165,95.5548,95.8596,0.02
2341,10165,97.0788,97.3836,0.02
2342,10165,98.1456,98.4504,0.02
2343,10165,113.0808,113.6904,0.02
2344,10165,113.6904,114.3,0.02
2345,10165,114.3,114.9096,0.02
2346,10165,114.9096,115.5192,0.02
2347,10165,140.5128,140.8176,5.23
2348,10165,143.68272,143.98752,0.17
2349,10165,158.6484,158.9532,0.09
2350,10165,223.7232,224.1804,0.26
2351,10165,264.2616,264.5664,0.02
2352,10166,60.59424,60.89904,1.971
2353,10166,80.772,81.0768,0.086
2354,10166,81.3816,81.6864,0.257
2355,10166,88.14816,88.45296,2.829
2356,10166,89.3064,89.6112,0.686
2357,10166,94.1832,94.488,4.2
2358,10166,96.3168,96.6216,0.171
2359,10166,104.394,104.6988,0.171
2360,10166,105.52176,105.82656,0.086
2361,10166,106.0704,106.3752,1.2
7320,10400,8.44296,8.74776,0.026
7321,10400,29.50464,29.80944,0.171
7322,10400,34.1376,34.4424,2.272
7323,10400,39.1668,39.4716,0.171
7324,10400,56.35752,56.66232,2.657
7325,10400,64.3128,64.77,8.529
7326,10400,65.3796,65.6844,1.543
7327,10400,71.1708,71.4756,0.026
7328,10400,82.4484,82.7532,0.171
7329,10400,85.1916,85.6488,1.714
7330,10400,98.1456,98.7552,0.686
7331,10400,105.6132,106.0704,0.171
7332,10400,110.6424,110.9472,0.171
7333,10400,141.732,142.494,1.843
7334,10400,142.76832,143.07312,0.257
7335,10400,147.828,148.1328,0.026
7336,10400,171.1452,171.45,0.086
7337,10400,172.15104,172.45584,0.171
7338,10400,175.26,175.5648,0.171
7339,10400,180.1368,180.53304,0.171
7340,10400,207.4164,207.7212,0.171
7341,10400,212.9028,213.36,0.257
7342,10400,267.1572,267.462,0.429
7343,10400,268.0716,268.3764,0.643
7344,10400,268.6812,268.986,0.686
7345,10400,274.9296,275.6916,0.026
7346,10400,292.608,293.0652,0.086
7347,10400,295.3512,295.8084,0.086
7348,10401,11.52144,11.82624,0.257
7349,10401,25.08504,25.38984,1.114
7350,10401,41.7576,42.2148,0.171
7351,10401,49.0728,49.3776,0.171
7352,10401,55.9308,56.2356,56.4
7353,10401,62.0268,62.3316,0.257
7354,10401,84.4296,84.7344,19.886
7355,10401,107.2896,107.5944,0.171
7356,10401,110.49,110.7948,0.171
7357,10401,115.2144,115.824,0.086
7358,10401,123.5964,123.9012,0.171
7359,10401,166.878,167.64,0.086
7360,10401,167.64,168.5544,0.086
7361,10401,172.212,172.974,0.086
7362,10401,206.59344,206.89824,0.086
7363,10401,216.1032,216.408,0.086
7364,10401,228.4476,229.6668,0.257
7365,10401,229.9716,230.2764,0.086
7366,10401,230.7336,231.0384,0.026
7367,10401,231.1908,231.4956,0.026
7368,10401,232.41,232.7148,0.026
7369,10401,233.172,233.4768,0.257
7370,10401,243.62664,243.93144,0.086
7371,10401,247.8024,248.1072,0.086
7372,10401,252.8316,253.1364,0.026
7373,10401,284.3784,284.8356,0.429
7374,10401,284.988,285.4452,1.114
7375,10401,291.3888,291.6936,0.343
7376,10401,295.0464,295.3512,0.086
7377,10401,296.7228,297.0276,0.171
7378,10401,297.7896,298.0944,0.171
7379,10402,29.5656,29.8704,0.026
7380,10402,44.6532,45.1104,0.026
7381,10402,91.5924,92.202,0.026
7382,10402,94.7928,95.0976,0.026
7383,10402,100.584,101.0412,0.514
7384,10402,106.8324,107.1372,0.171
7385,10402,108.204,108.5088,0.026
7386,10402,109.728,110.0328,0.026
7387,10402,110.7948,111.252,0.171
7388,10402,113.538,113.8428,0.343
7389,10402,114.1476,114.6048,0.026
7390,10402,115.12296,115.42776,0.026
7391,10402,120.8532,121.158,0.026
7768,10416,9.144,9.4488,0.343
7769,10416,11.5824,11.8872,0.026
7770,10416,18.1356,18.7452,0.026
7771,10416,19.05,19.3548,0.026
7772,10416,23.7744,24.384,0.026
7773,10416,35.6616,35.9664,0.026
7774,10416,41.3004,42.5196,0.026
7775,10416,46.6344,46.9392,0.171
7776,10416,50.4444,50.7492,0.171
7777,10416,52.1208,52.4256,0.343
7778,10416,80.772,81.0768,0.026
7779,10416,88.392,88.6968,0.257
7780,10416,114.1476,114.4524,0.257
7781,10416,117.1956,117.5004,0.026
7782,10416,129.0828,129.3876,0.171
7783,10416,143.8656,144.1704,0.026
7784,10416,168.402,168.7068,0.026
7785,10416,169.0116,169.3164,0.171
7846,10421,23.622,24.384,0.026
7847,10421,24.384,25.146,0.257
7848,10421,25.146,25.908,0.026
7849,10421,71.26224,71.628,0.026
7850,10421,87.7824,88.0872,0.026
7851,10421,90.2208,90.5256,0.026
7852,10421,93.726,94.0308,0.026
7853,10421,134.5692,135.0264,0.026
7854,10422,15.0876,15.3924,0.343
7855,10422,43.5864,43.8912,0.429
7856,10422,53.6448,53.9496,1.114
7857,10422,69.7992,70.104,0.086
7858,10422,81.3816,81.6864,0.257
7859,10422,91.07424,92.0496,0.171
7860,10422,92.0496,93.14688,0.086
7861,10422,115.824,116.49456,0.171
7862,10422,116.49456,117.16512,0.086
7863,10422,145.0848,145.542,0.026
7864,10422,146.9136,147.2184,0.026
7865,10422,169.59072,170.20032,0.086
7866,10422,184.64784,184.95264,0.026
7867,10422,190.1952,190.5,0.086
7868,10422,235.7628,236.0676,0.171
7869,10422,281.7876,282.0924,0.086
7870,10422,282.48864,282.79344,0.086
7871,10422,303.4284,303.82464,0.086
7872,10422,316.0776,316.6872,0.026
7873,10422,327.2028,327.66,0.171
7874,10422,331.7748,332.3844,0.026
7875,10422,339.09,339.3948,0.026
7876,10422,349.758,350.42856,0.026
7877,10422,352.6536,352.9584,0.026
7878,10422,367.1316,367.4364,0.026
7879,10422,367.61928,368.16792,0.026
7880,10422,372.22176,372.52656,0.026
7881,10422,372.7704,373.38,0.026
7882,10422,373.38,373.92864,0.026
7883,10422,422.05656,422.36136,10.629
7884,10422,439.2168,439.5216,0.086
7885,10422,439.5216,439.8264,0.026
7886,10422,440.03976,440.34456,0.026
7887,10422,443.72784,444.3984,0.026
7888,10422,445.6176,445.98336,0.026
7889,10422,451.68312,452.14032,0.026
7890,10422,472.7448,473.3544,0.026
18820,11,32.6136,33.528,0.686
18821,11,33.528,34.4424,0.171
18822,11,34.4424,35.17392,0.686
18823,11,35.17392,35.72256,0.086
18824,11,35.72256,36.17976,8.057
18825,11,36.17976,36.78936,0.171
18826,11,36.78936,37.4904,1.029
18827,11,37.4904,38.2524,0.686
18828,11,38.2524,39.624,0.171
18829,11,39.624,41.148,0.086
18830,11,44.8056,45.72,1.029
25310,1135,0.0,4.572,0.086
25311,1135,4.572,10.668,0.086
25312,1135,10.668,12.192,0.086
25313,1135,12.192,13.2588,0.086
25314,1135,13.2588,13.716,0.686
25315,1135,13.716,15.24,0.086
25316,1135,15.24,18.288,0.086
25317,1135,18.288,21.336,0.086
25318,1135,21.336,24.384,0.086
25319,1135,24.384,27.432,0.086
25320,1135,27.432,30.48,0.086
25321,1135,30.48,33.528,0.086
25322,1135,33.528,36.576,0.086
25323,1135,36.576,38.1,0.086
25324,1135,38.1,41.148,0.086
25325,1135,41.148,42.0624,0.086
25326,1135,42.0624,42.672,0.086
25327,1135,42.672,44.196,0.086
25328,1135,44.196,47.244,0.086
25329,1135,47.244,50.292,0.086
25330,1135,50.292,53.34,0.086
25331,1135,53.34,56.388,0.086
25332,1135,56.388,59.436,0.086
25333,1135,59.436,62.484,0.086
25334,1135,62.484,65.532,0.086
25335,1135,65.532,67.056,0.086
25510,1136,0.0,0.9144,18.514
25511,1136,0.9144,55.1688,0.086
25512,1136,55.1688,55.626,0.686
25513,1136,55.626,61.5696,0.086
29812,11575,14.08176,25.11552,0.026
29813,11575,35.90544,36.21024,0.026
29814,11575,77.4192,83.85048,0.026
29815,11575,83.85048,84.21624,0.086
29816,11575,84.21624,87.3252,0.026
29817,11575,112.22736,112.53216,0.026
29818,11575,129.2352,129.90576,0.026
29819,11575,129.90576,130.1496,0.086
29820,11575,130.1496,130.4544,0.026
29821,11575,159.13608,159.59328,0.026
29822,11575,162.06216,162.48888,0.026
29823,11575,197.5104,197.8152,0.026
29824,11575,200.5584,200.92416,0.026
29825,11575,201.41184,201.71664,0.026
29826,11575,202.8444,203.42352,20.657
29827,11575,203.42352,203.454,34.286
29828,11575,203.6064,203.9112,0.257
29829,11575,204.3684,204.6732,0.026
29830,11575,204.8256,205.1304,37.457
29831,11575,209.2452,209.55,0.086
29832,11575,224.79,225.06432,5.486
29833,11575,225.06432,225.0948,34.286
29834,11575,231.8004,232.1052,0.086
29835,11575,243.90096,244.08384,0.257
29836,11575,254.11176,254.3556,0.171
29837,11576,18.56232,19.05,1.371
29838,11576,22.2504,22.5552,0.086
29839,11576,23.71344,24.01824,0.026
29840,11576,24.78024,25.2984,3.429
29841,11576,31.51632,31.91256,0.171
29842,11576,31.91256,32.3088,0.086
29843,11576,37.1856,37.67328,0.026
29844,11576,39.80688,40.2336,0.026
29845,11576,55.22976,55.7784,2.057
29846,11577,49.6824,50.292,0.003
29847,11577,50.71872,51.2064,0.003
29848,11577,51.2064,51.78552,3.686
29849,11577,51.78552,52.48656,1.886
29850,11577,52.48656,52.7304,0.171
29851,11577,53.55336,53.91912,0.343
29852,11577,54.31536,54.5592,0.086
29853,11577,87.87384,88.33104,0.003
29854,11577,89.154,89.48928,0.171
29855,11577,90.678,91.07424,0.086
29856,11577,91.34856,91.56192,0.003
29857,11577,92.38488,92.75064,0.003
29858,11577,92.75064,93.2688,0.003
29859,11577,94.30512,94.70136,0.003
29860,11577,94.70136,95.0976,0.003
29861,11577,97.29216,97.6884,0.686
29862,11577,97.6884,98.26752,0.003
29863,11577,99.02952,99.9744,0.003
29864,11577,99.9744,101.1936,0.003
29865,11577,101.1936,101.46792,0.003
29866,11577,101.46792,102.4128,0.003
29867,11577,102.4128,103.0224,0.003
29868,11578,24.5364,24.9936,0.026
29869,11578,24.9936,25.7556,0.857
29870,11578,25.7556,26.0604,0.026
29871,11578,26.0604,26.3652,0.343
29872,11578,26.5176,26.8224,0.514
29873,11578,26.8224,27.1272,0.429
29874,11578,27.1272,27.432,1.971
29875,11578,28.3464,28.6512,4.971
29876,11578,52.66944,52.97424,4.543
29877,11578,53.27904,53.58384,16.886
29878,11578,55.7784,56.0832,25.714
29879,11578,57.51576,57.82056,0.514
29880,11578,62.1792,62.484,0.257
29881,11578,64.9224,65.2272,2.314
29882,11578,66.4464,66.7512,0.086
29883,11578,68.58,68.94576,0.686
29884,11578,70.65264,71.0184,0.026
29885,11578,71.3232,71.628,0.514
29886,11578,72.39,72.75576,0.6
29887,11578,76.10856,76.41336,0.026
29888,11578,79.248,79.61376,3.857
29889,11578,79.61376,80.25384,19.714
29890,11578,80.25384,80.40624,0.943
29891,11578,80.40624,80.772,0.343
29892,11578,80.772,81.01584,0.171
29893,11578,81.01584,81.6864,0.171
29894,11578,88.392,89.24544,0.026
29895,11578,91.25712,91.71432,0.026
29896,11578,93.02496,93.39072,0.026
29897,11578,94.15272,94.51848,0.771
29898,11578,95.21952,95.7072,1.8
29899,11578,95.7072,96.012,0.686
29900,11578,96.9264,97.35312,0.026
29901,11578,97.35312,97.77984,0.026
29902,11578,97.77984,98.51136,0.026
29903,11578,98.51136,99.54768,0.343
29904,11578,99.63912,99.9744,0.086
29905,11578,103.96728,105.09504,0.429
29906,11578,105.09504,105.79608,0.026
29907,11578,105.79608,106.55808,0.086
29908,11578,106.55808,107.16768,0.026
29909,11578,107.16768,108.08208,0.514
29910,11578,108.08208,108.60024,0.171
29911,11578,108.60024,109.4232,0.026
29912,11578,109.4232,109.81944,0.771
29913,11578,109.81944,110.45952,0.026
29914,11578,110.45952,111.4044,0.026
29915,11578,111.4044,112.1664,0.026
29916,11578,112.1664,112.53216,0.343
29917,11578,112.53216,112.776,1.714
29918,11578,112.776,113.0808,1.8
29919,11578,113.0808,113.3856,0.171
29920,11578,113.3856,113.6904,0.026
29921,11578,113.9952,114.36096,0.026
29922,11578,114.36096,114.66576,0.026
29923,11578,114.66576,115.2144,0.026
29924,11578,115.2144,115.88496,0.086
29925,11578,115.88496,116.4336,0.026
29926,11578,116.4336,117.348,0.171
29927,11578,118.2624,119.35968,0.086
29928,11578,124.968,125.30328,0.026
29929,11578,137.95248,138.25728,2.829
29930,11578,151.88184,152.18664,0.026
29931,11578,152.18664,152.5524,0.026
29932,11578,153.162,153.4668,0.026
29933,11578,153.4668,154.3812,0.086
29934,11578,162.21456,162.64128,0.257
29935,11578,163.76904,164.2872,0.026
29936,11578,207.8736,208.1784,1.029
29937,11578,210.83016,211.13496,0.429
29938,11578,217.35288,217.71864,0.026
29939,11578,221.07144,221.4372,2.143
29940,11578,223.20504,223.63176,59.777
29941,11578,225.27768,225.49104,0.771
29942,11579,20.97024,21.24456,1.029
29943,11579,35.75304,36.08832,6.857
29944,11579,42.70248,43.15968,1.114
29945,11579,43.52544,43.76928,0.857
29946,11579,44.28744,44.56176,1.2
29947,11579,44.56176,44.92752,2.571
29948,11579,44.92752,45.2628,0.343
29949,11579,47.06112,47.27448,0.429
29950,11579,47.45736,47.67072,0.943
29951,11579,51.02352,51.2064,0.343
29952,11579,64.52616,64.73952,0.6
29953,11579,68.58,69.00672,0.171
29954,11579,70.80504,71.0184,0.086
29955,11579,79.4004,79.7052,0.026
29956,11579,83.9724,84.21624,8.229
29957,11579,105.82656,106.16184,0.686
29969,11580,16.58112,17.28216,0.257
29970,11580,18.16608,18.37944,0.086
29971,11580,21.336,21.54936,0.026
29972,11580,32.58312,33.10128,0.026
29973,11580,66.47688,66.72072,0.026
29974,11580,78.15072,78.91272,0.026
29975,11580,86.16696,86.38032,0.171
29976,11580,130.88112,131.12496,0.943
29977,11580,142.52448,142.73784,1.286
29978,11580,155.17368,155.47848,0.257
29979,11580,161.8488,162.24504,0.171
29980,11580,170.74896,170.9928,0.171
29981,11580,212.62848,212.87232,39.257
29982,11580,217.71864,217.96248,0.686
30682,11621,18.8976,19.2024,0.429
30683,11621,39.53256,39.80688,0.086
30684,11621,50.07864,50.56632,0.086
30685,11621,50.56632,50.96256,5.314
30686,11621,50.96256,51.2064,0.086
30687,11621,91.1352,91.2876,0.171
30688,11622,84.24672,84.55152,0.086
30689,11622,85.46592,85.8012,0.171
30690,11622,89.3064,89.6112,2.143
30691,11622,92.26296,92.78112,0.257
30692,11622,95.0976,95.49384,0.086
30693,11622,97.10928,97.41408,0.003
31291,11658,20.60448,20.93976,0.003
31292,11658,22.31136,22.73808,0.257
31293,11658,36.69792,37.0332,0.003
31294,11658,59.436,60.0456,1.029
31295,11658,60.0456,60.3504,0.086
31296,11658,66.62928,66.87312,0.003
31297,11658,70.77456,71.44512,0.003
31298,11658,74.2188,74.676,0.003
31299,11658,76.962,77.724,0.171
31300,11658,89.09304,89.6112,0.003
31301,11658,90.09888,90.73896,0.003
31302,11658,95.0976,95.34144,0.257
31303,11658,97.01784,97.32264,2.143
31304,11658,98.1456,98.54184,4.629
31305,11658,99.18192,99.60864,8.486
31306,11658,100.67544,101.07168,0.171
31307,11658,102.7176,103.23576,0.086
31308,11658,107.7468,108.11256,0.003
31309,11658,109.33176,109.66704,0.003
31310,11658,141.00048,141.4272,0.257
31311,11658,143.5608,143.8656,0.086
31312,11658,148.19376,148.59,0.086
31313,11658,148.92528,149.56536,0.257
31314,11658,171.11472,171.81576,2.057
31315,11658,171.81576,172.09008,39.343
31316,11658,221.25432,221.55912,0.257
31317,11658,224.3328,224.60712,0.429
31318,11658,230.21544,230.4288,60.771
38290,12,25.908,27.1272,3.43
38291,12,27.1272,28.0416,3.429
38292,12,28.956,30.48,0.343
38293,12,31.3944,32.004,4.114
38294,12,32.004,33.528,4.114
38295,12,35.2044,35.6616,0.686
38296,12,35.6616,35.9664,0.171
38297,12,35.9664,36.4236,10.971
38298,12,36.4236,37.0332,0.686
38299,12,38.19144,38.49624,0.686
38300,12,50.292,51.054,0.686
38301,12,69.4944,70.7136,0.34
38302,12,76.2,77.1144,1.029
38303,12,77.1144,78.0288,0.686
38304,12,83.82,85.6488,0.34
38305,12,86.868,87.4776,0.686
38306,12,88.392,89.0016,0.34
38307,12,89.0016,90.2208,0.686
38308,12,90.2208,93.2688,0.686
38309,12,100.2792,100.8888,2.057
38310,12,105.7656,106.3752,0.686
38311,12,111.252,112.776,0.686
38312,12,122.8344,123.7488,0.34
38313,12,129.54,131.2164,0.34
38314,12,141.1224,141.732,2.057
38315,12,141.732,142.3416,4.286
38316,12,142.52448,143.46936,7.714
38317,12,143.46936,144.38376,7.714
38318,12,148.59,149.5044,0.34
38319,12,155.9052,156.972,1.029
38320,12,156.972,157.5816,0.686
38321,12,157.5816,158.1912,7.029
38322,12,158.1912,159.258,2.914
38323,12,159.258,159.5628,58.114
38324,12,159.5628,161.0868,0.686
38325,12,163.068,164.8968,2.057
54699,13,68.58,68.8848,0.086
54700,13,75.1332,76.2,0.686
54701,13,76.2,79.0956,0.086
54702,13,79.0956,79.8576,1.371
54703,13,83.82,85.344,0.686
54704,13,92.5068,92.964,0.086
54705,13,94.488,96.012,0.086
54706,13,97.536,99.06,0.086
54707,13,100.584,101.6508,0.086
54708,13,101.6508,102.108,0.171
54709,13,104.5464,105.156,0.086
54710,13,106.68,108.204,0.686
54711,13,125.97384,127.4064,1.371
54712,13,139.9032,140.3604,0.686
54713,13,140.3604,141.732,0.086
54714,13,186.2328,188.976,0.686
54715,13,188.976,189.5856,0.086
63106,13614,6.43128,7.0104,0.086
63107,13614,8.32104,8.44296,0.257
63108,13614,37.4904,38.2524,10.971
67045,14,7.62,8.2296,0.086
67046,14,9.144,9.4488,0.086
67047,14,25.908,26.2128,0.086
67048,14,37.4904,38.5572,0.686
67049,14,42.672,43.1292,0.686
67050,14,43.1292,44.196,0.086
67051,14,44.196,45.72,0.171
67052,14,45.72,47.244,0.086
67053,14,47.244,48.9204,0.686
67054,14,48.9204,49.53,2.057
67055,14,49.53,50.1396,0.086
67056,14,50.1396,50.7492,5.486
67057,14,50.7492,51.5112,0.686
67058,14,51.5112,53.9496,0.086
67059,14,53.9496,56.02224,0.171
67060,14,56.02224,56.41848,0.686
67061,14,56.41848,57.54624,14.4
67062,14,57.54624,58.46064,8.229
67063,14,58.46064,59.436,2.743
67064,14,59.436,60.96,4.114
69386,14341,9.87552,10.9728,0.003
69387,14341,10.9728,12.192,0.003
69388,14341,13.716,14.0208,0.003
69389,14341,14.0208,14.3256,0.017
69390,14341,14.3256,15.24,0.003
69391,14341,16.24584,16.52016,0.003
69392,14341,16.52016,17.03832,0.003
69393,14341,17.03832,17.43456,0.017
69394,14341,17.43456,17.95272,0.003
69395,14341,17.95272,18.288,0.003
69396,14341,18.288,18.80616,0.003
69397,14341,18.80616,19.812,0.003
69398,14341,28.0416,28.8036,0.017
69399,14341,28.8036,30.48,0.154
69400,14341,32.36976,33.10128,0.003
69401,14341,33.10128,34.01568,0.003
69402,14341,63.27648,64.008,0.017
69403,14341,64.008,64.6176,0.017
69404,14341,64.6176,65.01384,0.017
69405,14341,65.01384,65.19672,0.017
69406,14341,65.19672,65.532,0.017
69407,14341,65.532,66.1416,0.003
69408,14341,66.1416,66.99504,0.003
69409,14341,66.99504,68.58,0.017
69410,14341,68.58,79.248,0.017
69411,14341,83.82,84.7344,0.017
69412,14341,84.7344,86.106,0.017
69413,14341,86.106,87.44712,0.017
69414,14341,87.44712,88.392,0.003
69415,14341,88.392,89.916,0.003
69416,14341,91.44,92.0496,0.017
69417,14341,96.37776,96.98736,4.2
69418,14341,98.9076,99.6696,0.017
69419,14341,105.156,106.19232,0.017
69420,14341,106.19232,106.61904,0.017
69421,14341,106.61904,107.442,0.017
69422,14341,107.442,107.77728,0.017
69423,14341,107.77728,108.60024,0.017
69424,14341,108.60024,109.4232,0.017
69425,14341,109.4232,110.21568,0.017
69426,14341,117.89664,118.96344,0.017
69427,14341,118.96344,119.29872,0.103
69428,14341,119.29872,120.396,0.017
69429,14341,120.396,120.91416,0.003
69430,14341,122.31624,123.444,0.017
69431,14341,123.444,124.968,0.003
69432,14341,124.968,125.63856,0.017
69433,14341,129.75336,131.064,0.017
69434,14341,132.588,133.31952,0.034
69435,14341,143.256,144.78,0.034
69436,14341,147.00504,148.2852,0.003
69437,14341,149.87016,150.7236,0.003
69438,14341,152.21712,153.924,0.003
69439,14341,156.972,158.496,0.003
69440,14341,168.5544,169.164,0.017
69441,14341,169.164,170.0784,0.309
69442,14341,170.0784,170.688,0.003
69443,14341,170.688,172.212,0.003
69444,14341,172.212,173.736,0.003
69445,14341,173.736,175.26,0.003
69446,14341,177.42408,178.64328,0.017
69447,14341,181.356,182.118,0.017
69448,14341,184.404,185.0136,0.003
69449,14341,185.0136,185.928,0.003
69450,14341,195.072,196.596,0.003
69451,14341,202.692,203.94168,0.003
69452,14341,205.74,206.62392,0.003
69453,14341,208.3308,209.76336,0.017
69454,14341,214.884,216.01176,0.003
69455,14341,216.01176,216.408,0.003
69456,14341,216.408,217.65768,0.017
69457,14341,217.65768,217.932,0.003
69458,14341,217.932,218.63304,0.003
69459,14341,218.63304,220.15704,0.017
69460,14341,226.7712,228.50856,0.069
69461,14341,231.1908,232.2576,0.003
69462,14341,232.2576,232.92816,0.003
69463,14341,232.92816,234.29976,0.003
69464,14342,17.0688,18.50136,0.171
69465,14342,18.50136,19.75104,0.103
69466,14342,19.75104,20.1168,0.069
69467,14342,20.1168,20.7264,0.069
69468,14342,20.7264,21.06168,0.069
69469,14342,21.06168,21.51888,0.069
69470,14342,21.51888,21.88464,0.069
69471,14342,21.88464,23.1648,0.069
69472,14342,28.74264,29.96184,0.086
69473,14342,29.96184,30.29712,0.086
69474,14342,30.29712,31.79064,0.069
69475,14342,31.79064,32.18688,0.069
69476,14342,32.18688,33.64992,0.069
69477,14342,38.92296,40.50792,0.069
69478,14342,40.50792,41.4528,0.051
69479,14342,47.5488,49.0728,0.051
69480,14342,49.0728,50.5968,0.069
69481,14342,50.5968,52.1208,0.069
69482,14342,53.6448,55.1688,0.069
69483,14342,58.2168,59.7408,0.24
69484,14342,62.7888,64.3128,0.206
69485,14342,71.9328,73.4568,0.069
69486,14342,84.1248,85.6488,0.051
69487,14342,94.97568,96.3168,0.069
69488,14342,111.5568,113.0808,0.069
69489,14342,120.7008,122.2248,0.069
69490,14342,131.3688,132.8928,0.051
69491,14342,142.0368,143.5608,0.069
69492,14342,153.80208,154.62504,0.086
69493,14342,154.62504,155.23464,0.086
69494,14342,156.91104,158.40456,0.086
69495,14342,164.16528,164.53104,0.069
69496,14342,172.5168,174.0408,0.069
69497,14342,174.0408,175.38192,0.137
69498,14342,189.2808,190.5,0.069
69499,14342,202.9968,204.3684,0.069
69500,14342,204.3684,204.76464,2.177
69501,14342,204.76464,206.0448,0.069
69502,14342,206.0448,206.53248,0.086
69503,14342,206.53248,206.9592,51.72
69504,14342,206.9592,207.59928,0.12
69505,14342,212.1408,212.7504,0.24
69506,14342,212.7504,213.0552,20.383
69507,14342,213.0552,214.7316,0.086
69508,14342,221.2848,222.29064,0.069
69509,14342,224.3328,225.8568,0.086
69510,14342,229.24008,230.18496,0.069
69511,14342,238.0488,239.5728,0.017
69512,14342,239.5728,241.0968,0.137
69513,14342,241.0968,242.6208,0.017
69514,14342,242.6208,244.1448,0.103
69515,14342,244.1448,244.81536,0.017
69516,14342,248.7168,249.35688,0.189
69517,14342,249.35688,249.84456,0.086
69518,14342,249.84456,250.3932,0.086
69519,14342,250.3932,251.03328,0.003
69520,14342,251.03328,251.58192,0.003
69521,14342,251.58192,252.19152,0.003
69522,14342,252.19152,252.46584,0.003
69523,14342,252.46584,253.95936,0.003
69524,14342,253.95936,254.8128,0.003
69525,14342,257.12928,258.43992,0.103
69526,14342,258.43992,258.95808,0.103
69527,14342,258.95808,259.3848,0.206
69528,14342,259.3848,260.604,0.034
69529,14342,268.5288,270.0528,0.003
69530,14342,277.6728,278.49576,0.086
69531,14342,278.49576,278.92248,0.583
69532,14342,278.92248,279.9588,0.017
69533,14342,283.7688,285.2928,0.003
69534,14342,291.3888,292.9128,0.003
69535,14342,303.03216,304.40376,0.003
69536,14342,304.40376,304.89144,0.017
69537,14342,311.2008,312.7248,0.206
69538,14342,312.7248,313.4868,0.003
69539,14342,329.24496,330.03744,0.003
69540,14342,340.1568,341.6808,0.003
69541,14342,343.2048,343.60104,0.003
69542,14342,349.3008,350.8248,0.017
69543,14342,355.3968,356.9208,0.003
69544,14342,360.82224,361.4928,0.034
69545,14342,369.8748,371.3988,0.017
69546,14342,373.6848,375.2088,0.003
69547,14342,375.2088,375.57456,0.034
69548,14342,375.57456,376.1232,0.003
69549,14342,376.1232,376.36704,0.003
69550,14342,376.36704,377.58624,0.017
69551,14342,377.58624,379.11024,0.003
69552,14342,382.2192,382.8288,0.003
69553,14342,395.0208,396.5448,0.034
69554,14342,407.2128,408.7368,0.017
69555,14342,413.3088,414.8328,0.003
69556,14343,15.42288,15.6972,0.003
69557,14343,16.58112,16.88592,0.017
69558,14343,19.2024,19.3548,0.017
69559,14343,22.28088,22.64664,0.003
69560,14343,23.04288,23.28672,0.003
69561,14343,28.6512,28.956,0.017
69562,14343,32.33928,32.58312,0.086
69563,14343,34.56432,34.83864,0.017
69564,14343,36.94176,37.338,0.154
69565,14343,38.95344,39.19728,0.003
69566,14343,39.624,39.86784,0.003
69567,14343,41.51376,41.78808,0.154
69568,14343,53.34,53.52288,0.003
69569,14343,58.88736,59.07024,0.003
69570,14343,61.78296,61.90183,0.017
69571,14343,64.67856,66.62928,0.003
69572,14343,67.5132,67.69608,0.003
69573,14343,69.98208,70.22592,0.003
69574,14343,71.87184,71.99376,0.003
69575,14343,77.38872,77.5716,0.003
69576,14343,79.248,79.43088,0.24
69577,14343,79.79664,79.97952,0.034
69578,14343,83.02752,83.24088,0.003
69579,14343,86.74608,86.89848,0.003
69580,14343,89.33688,89.51976,0.003
69581,14343,97.62744,97.77984,0.003
69582,14343,98.78568,98.96856,0.069
69583,14343,113.26368,113.47704,0.003
69584,14343,113.47704,115.062,0.003
69585,14343,115.062,116.55552,0.003
69586,14343,116.55552,118.01856,0.003
69587,14343,118.01856,119.3292,0.017
69588,14343,121.70664,121.92,0.003
69589,14343,129.11328,129.54,0.003
69590,14343,140.39088,140.57376,0.103
69591,14343,143.62176,143.80464,0.017
69592,14343,147.00504,148.1328,0.003
69593,14343,150.114,150.2664,0.003
69594,14343,166.2684,166.54272,0.003
69595,14343,174.86376,175.04664,0.003
69596,14343,185.4708,185.71464,0.003
69597,14343,186.62904,186.81192,0.003
69598,14343,186.9948,187.20816,0.003
69599,14343,187.452,187.7568,0.003
69600,14343,193.8528,194.03568,0.874
69601,14343,203.33208,203.7588,0.003
69602,14343,203.7588,204.0636,0.003
69603,14343,207.90408,208.05648,0.003
69604,14343,209.12328,210.49488,0.017
69605,14343,210.49488,212.01888,0.003
69606,14343,212.01888,212.2932,0.003
69607,14343,212.2932,213.8172,0.003
69608,14344,12.07008,12.28344,0.003
69609,14344,14.72184,14.9352,0.003
69610,14344,24.0792,24.29256,0.003
69611,14344,26.9748,27.15768,0.026
69612,14344,27.432,27.7368,0.003
69613,14344,27.95016,28.194,0.003
69614,14344,29.68752,29.93136,0.003
