,Unnamed: 0,BHID,FROM,TO,LITHO_DESC,lithoID,_id0
8734,56981,2210,0.0,6.7,Casing,1.0,8699
8735,56982,2210,6.7,19.65,Early Diorite,2.0,8700
8736,56983,2210,19.65,22.4,Felsic to Intermediate Dykes,3.0,8701
8737,56984,2210,22.4,28.86,Early Diorite,2.0,8702
8738,56985,2210,28.86,34.74,Intermediate to Ultramafic Volcanics,5.0,8703
8739,56986,2210,34.74,38.1,Intermediate to Ultramafic Volcanics,5.0,8704
8740,56987,2210,38.1,48.31,Intermediate to Ultramafic Volcanics,5.0,8705
8741,56988,2210,48.31,53.64,Early Diorite,2.0,8706
8742,56989,2210,53.64,55.47,Felsic to Intermediate Dykes,3.0,8707
8743,56990,2210,55.47,57.39,Intermediate to Ultramafic Volcanics,5.0,8708
8744,56991,2210,57.39,60.04,Felsic to Intermediate Dykes,3.0,8709
8745,56992,2210,60.04,63.55,Intermediate to Ultramafic Volcanics,5.0,8710
8746,56993,2210,63.55,66.81,Felsic to Intermediate Dykes,3.0,8711
8747,56994,2210,66.81,67.81,Intermediate to Ultramafic Volcanics,5.0,8712
8748,56995,2210,67.81,68.73,Felsic to Intermediate Dykes,3.0,8713
8749,56996,2210,68.73,68.97,Intermediate to Ultramafic Volcanics,5.0,8714
8750,56997,2211,0.0,8.22,Casing,1.0,8715
8751,56998,2211,8.22,12.19,Intermediate to Ultramafic Volcanics,5.0,8716
8752,56999,2211,12.19,21.03,Intermediate to Ultramafic Volcanics,5.0,8717
8753,57000,2211,21.03,25.14,Early Diorite,2.0,8718
8754,57001,2211,25.14,30.99,Intermediate to Ultramafic Volcanics,5.0,8719
8755,57002,2211,30.99,33.49,Felsic to Intermediate Dykes,3.0,8720
8756,57003,2211,33.49,37.79,Intermediate to Ultramafic Volcanics,5.0,8721
8757,57004,2212,0.0,7.62,Casing,1.0,8722
8758,57005,2212,7.62,14.08,Early Diorite,2.0,8723
8759,57006,2212,14.08,29.71,Intermediate to Ultramafic Volcanics,5.0,8724
8760,57007,2212,29.71,32.55,Felsic to Intermediate Dykes,3.0,8725
8761,57008,2212,32.55,45.41,Intermediate to Ultramafic Volcanics,5.0,8726
8762,57009,2212,45.41,46.23,Felsic to Intermediate Dykes,3.0,8727
8763,57010,2212,46.23,46.32,Intermediate to Ultramafic Volcanics,5.0,8728
8764,57011,2213,0.0,11.58,Casing,1.0,8729
8765,57012,2213,11.58,22.86,Intermediate to Ultramafic Volcanics,5.0,8730
8766,57013,2213,22.86,27.34,Felsic to Intermediate Dykes,3.0,8731
8767,57014,2213,27.34,53.52,Intermediate to Ultramafic Volcanics,5.0,8732
8768,57015,2213,53.52,56.87,Felsic to Intermediate Dykes,3.0,8733
8769,57016,2213,56.87,60.56,Intermediate to Ultramafic Volcanics,5.0,8734
8770,57017,2213,60.56,63.24,Intermediate to Ultramafic Volcanics,5.0,8735
8771,57018,2214,0.0,8.83,Casing,1.0,8736
8772,57019,2214,8.83,24.38,Intermediate to Ultramafic Volcanics,5.0,8737
8773,57020,2214,24.38,27.21,Felsic to Intermediate Dykes,3.0,8738
8774,57021,2214,27.21,31.15,Intermediate to Ultramafic Volcanics,5.0,8739
8775,57022,2214,31.15,32.91,Early Diorite,2.0,8740
8776,57023,2214,32.91,40.53,Intermediate to Ultramafic Volcanics,5.0,8741
8777,57024,2215,0.0,3.65,Casing,1.0,8742
8778,57025,2215,3.65,48.95,Intermediate to Ultramafic Volcanics,5.0,8743
8779,57026,2215,48.95,50.2,Early Diorite,2.0,8744
8780,57027,2215,50.2,61.38,Intermediate to Ultramafic Volcanics,5.0,8745
8781,57028,2215,61.38,81.47,Diorite,2.0,8746
8782,57029,2215,81.47,83.51,Early Diorite,2.0,8747
8783,57030,2216,0.0,7.62,Casing,1.0,8748
8784,57031,2216,7.62,14.93,Intermediate to Ultramafic Volcanics,5.0,8749
8785,57032,2216,14.93,16.12,Felsic to Intermediate Dykes,3.0,8750
8786,57033,2216,16.12,22.92,Intermediate to Ultramafic Volcanics,5.0,8751
8787,57034,2216,22.92,53.21,Diorite,2.0,8752
8788,57035,2216,53.21,57.97,Early Diorite,2.0,8753
8789,57036,2216,57.97,62.48,Intermediate to Ultramafic Volcanics,5.0,8754
8790,57037,2216,62.48,69.09,Intermediate to Ultramafic Volcanics,5.0,8755
8791,57038,2216,69.09,69.49,Felsic to Intermediate Dykes,3.0,8756
8792,57039,2216,69.49,71.01,Intermediate to Ultramafic Volcanics,5.0,8757
8793,57040,2216,71.01,72.69,Felsic to Intermediate Dykes,3.0,8758
8794,57041,2217,0.0,7.62,Casing,1.0,8759
8795,57042,2217,7.62,14.14,Intermediate to Ultramafic Volcanics,5.0,8760
8796,57043,2217,14.14,37.76,Early Diorite,2.0,8761
8797,57044,2217,37.76,40.23,Intermediate to Ultramafic Volcanics,5.0,8762
8798,57045,2217,40.23,40.99,Felsic to Intermediate Dykes,3.0,8763
8799,57046,2217,40.99,51.29,Intermediate to Ultramafic Volcanics,5.0,8764
8800,57047,2217,51.29,65.83,Diorite,2.0,8765
8801,57048,2217,65.83,69.73,Intermediate to Ultramafic Volcanics,5.0,8766
8802,57049,2218,0.0,9.14,Casing,1.0,8767
8803,57050,2218,9.14,19.65,Early Diorite,2.0,8768
8804,57051,2218,19.65,20.11,Intermediate to Ultramafic Volcanics,5.0,8769
8805,57052,2218,20.11,21.15,Early Diorite,2.0,8770
8806,57053,2218,21.15,39.38,Intermediate to Ultramafic Volcanics,5.0,8771
8807,57054,2218,39.38,43.89,Early Diorite,2.0,8772
8808,57055,2218,43.89,57.15,Early Diorite,2.0,8773
8809,57056,2218,57.15,60.35,Intermediate to Ultramafic Volcanics,5.0,8774
8810,57057,2219,0.0,11.58,Casing,1.0,8775
8811,57058,2219,11.58,17.86,Intermediate to Ultramafic Volcanics,5.0,8776
8812,57059,2219,17.86,22.73,Felsic to Intermediate Dykes,3.0,8777
8813,57060,2219,22.73,37.18,Intermediate to Ultramafic Volcanics,5.0,8778
8814,57061,2219,37.18,41.54,Early Diorite,2.0,8779
8815,57062,2219,41.54,53.18,Felsic to Intermediate Dykes,3.0,8780
8816,57063,2219,53.18,60.35,Intermediate to Ultramafic Volcanics,5.0,8781
8817,57069,2220,0.0,12.19,Casing,1.0,8782
8818,57070,2220,12.19,60.65,Intermediate to Ultramafic Volcanics,5.0,8783
8819,57071,2220,60.65,63.94,Early Diorite,2.0,8784
8820,57072,2220,63.94,105.46,Intermediate to Ultramafic Volcanics,5.0,8785
8821,57700,23,0.0,3.04,Casing,1.0,8786
8822,57701,23,3.04,44.86,Intermediate to Ultramafic Volcanics,5.0,8787
8823,57702,23,44.86,46.08,Early Diorite,2.0,8788
8824,57703,23,46.08,50.62,Intermediate to Ultramafic Volcanics,5.0,8789
8825,57704,23,50.62,65.1,Early Diorite,2.0,8790
8826,57705,23,65.1,70.19,Intermediate to Ultramafic Volcanics,5.0,8791
8827,57706,23,70.19,71.59,Felsic to Intermediate Dykes,3.0,8792
8828,57707,23,71.59,73.27,Intermediate to Ultramafic Volcanics,5.0,8793
8829,57708,23,73.27,74.52,Felsic to Intermediate Dykes,3.0,8794
8830,57709,23,74.52,77.87,Intermediate to Ultramafic Volcanics,5.0,8795
8831,57710,23,77.87,80.77,Felsic to Intermediate Dykes,3.0,8796
8832,57711,23,80.77,86.95,Intermediate to Ultramafic Volcanics,5.0,8797
8833,57712,23,86.95,96.62,Early Diorite,2.0,8798
8834,57713,23,96.62,99.91,Shear Zone,4.0,8799
8835,57714,23,99.91,102.96,Intermediate to Ultramafic Volcanics,5.0,8800
8836,57715,23,102.96,105.91,Early Diorite,2.0,8801
8837,57716,23,105.91,107.04,Shear Zone,4.0,8802
8838,57717,23,107.04,109.05,Felsic to Intermediate Dykes,3.0,8803
8839,57718,23,109.05,115.33,Shear Zone,4.0,8804
8840,57719,23,115.33,117.28,Felsic to Intermediate Dykes,3.0,8805
8841,57720,23,117.28,121.92,Shear Zone,4.0,8806
8842,57721,23,121.92,130.63,Intermediate to Ultramafic Volcanics,5.0,8807
8843,57722,23,130.63,131.06,Felsic to Intermediate Dykes,3.0,8808
8844,57723,23,131.06,133.5,Shear Zone,4.0,8809
8845,57724,23,133.5,156.05,Intermediate to Ultramafic Volcanics,5.0,8810
8846,58351,24,0.0,1.82,Casing,1.0,8811
8847,58352,24,1.82,17.37,Intermediate to Ultramafic Volcanics,5.0,8812
8848,58353,24,17.37,19.65,Felsic to Intermediate Dykes,3.0,8813
8849,58354,24,19.65,24.01,Intermediate to Ultramafic Volcanics,5.0,8814
8850,58355,24,24.01,25.9,Felsic to Intermediate Dykes,3.0,8815
8851,58356,24,25.9,50.9,Intermediate to Ultramafic Volcanics,5.0,8816
8852,58357,24,50.9,53.94,Early Diorite,2.0,8817
8853,58358,24,53.94,67.66,Intermediate to Ultramafic Volcanics,5.0,8818
8854,58359,24,67.66,71.32,Early Diorite,2.0,8819
8855,58360,24,71.32,76.2,Intermediate to Ultramafic Volcanics,5.0,8820
8856,58361,24,76.2,83.97,Early Diorite,2.0,8821
8857,58362,24,83.97,90.52,Intermediate to Ultramafic Volcanics,5.0,8822
8858,58363,24,90.52,101.49,Early Diorite,2.0,8823
8859,58364,24,101.49,125.42,Early Diorite,2.0,8824
8860,58365,24,125.42,127.25,Felsic to Intermediate Dykes,3.0,8825
8861,58366,24,127.25,129.54,Early Diorite,2.0,8826
8862,58367,24,129.54,137.92,Intermediate to Ultramafic Volcanics,5.0,8827
8863,58368,24,137.92,141.88,Early Diorite,2.0,8828
8864,58369,24,141.88,144.78,Intermediate to Ultramafic Volcanics,5.0,8829
8865,58370,24,144.78,154.22,Early Diorite,2.0,8830
8866,58387,2401,0.0,3.04,Casing,1.0,8831
8867,58388,2401,3.04,3.81,Felsic to Intermediate Dykes,3.0,8832
8868,58389,2401,3.81,6.24,Quartz-Tourmaline Veins,10.0,8833
8869,58390,2401,6.24,12.95,Intermediate to Ultramafic Volcanics,5.0,8834
8870,58391,2401,12.95,21.94,Early Diorite,2.0,8835
8871,58392,2401,21.94,34.29,Intermediate to Ultramafic Volcanics,5.0,8836
8872,58393,2401,34.29,35.5,Early Diorite,2.0,8837
8873,58394,2401,35.5,38.7,Intermediate to Ultramafic Volcanics,5.0,8838
8874,58395,2402,0.0,3.04,Casing,1.0,8839
8875,58396,2402,3.04,16.3,Intermediate to Ultramafic Volcanics,5.0,8840
8876,58397,2402,16.3,29.87,Indifferenciated Tuffs,6.0,8841
8877,58398,2403,0.0,4.26,Casing,1.0,8842
8878,58399,2403,4.26,8.07,Intermediate to Ultramafic Volcanics,5.0,8843
8879,58400,2403,8.07,12.03,Felsic to Intermediate Dykes,3.0,8844
8880,58401,2403,12.03,29.1,Intermediate to Ultramafic Volcanics,5.0,8845
8881,58402,2403,29.1,36.36,Early Diorite,2.0,8846
8882,58403,2403,36.36,38.1,Felsic to Intermediate Dykes,3.0,8847
8883,58404,2404,0.0,3.04,Casing,1.0,8848
8884,58405,2404,3.04,10.21,Felsic to Intermediate Dykes,3.0,8849
8885,58406,2404,10.21,14.32,Intermediate to Ultramafic Volcanics,5.0,8850
8886,58407,2404,14.32,17.52,Indifferenciated Tuffs,6.0,8851
8887,58408,2404,17.52,17.98,Intermediate to Ultramafic Volcanics,5.0,8852
8888,58409,2404,17.98,30.17,Indifferenciated Tuffs,6.0,8853
8889,58410,2405,0.0,6.7,Casing,1.0,8854
8890,58411,2405,6.7,13.25,Intermediate to Ultramafic Volcanics,5.0,8855
8891,58412,2405,13.25,14.87,Early Diorite,2.0,8856
8892,58413,2405,14.87,16.45,Intermediate to Ultramafic Volcanics,5.0,8857
8893,58414,2405,16.45,18.13,Early Diorite,2.0,8858
8894,58415,2405,18.13,19.05,Intermediate to Ultramafic Volcanics,5.0,8859
8895,58416,2405,19.05,23.16,Felsic to Intermediate Dykes,3.0,8860
8896,58417,2405,23.16,33.83,Intermediate to Ultramafic Volcanics,5.0,8861
8897,58418,2405,33.83,35.35,Felsic to Intermediate Dykes,3.0,8862
8898,58419,2405,35.35,37.42,Intermediate to Ultramafic Volcanics,5.0,8863
8899,58420,2405,37.42,38.51,Felsic to Intermediate Dykes,3.0,8864
8900,58421,2405,38.51,41.81,Intermediate to Ultramafic Volcanics,5.0,8865
8901,58422,2406,0.0,4.26,Casing,1.0,8866
8902,58423,2406,4.26,29.87,Indifferenciated Tuffs,6.0,8867
8903,58450,2412,0.0,6.09,Casing,1.0,8868
8904,58451,2412,6.09,12.8,Indifferenciated Tuffs,6.0,8869
8905,58452,2412,12.8,17.37,Intermediate to Ultramafic Volcanics,5.0,8870
8906,58453,2412,17.37,23.46,Felsic to Intermediate Dykes,3.0,8871
8907,58454,2412,23.46,37.79,Intermediate to Ultramafic Volcanics,5.0,8872
8908,58455,2413,0.0,4.26,Casing,1.0,8873
8909,58456,2413,4.26,9.29,Indifferenciated Tuffs,6.0,8874
8910,58457,2413,9.29,16.15,Intermediate to Ultramafic Volcanics,5.0,8875
8911,58458,2413,16.15,21.64,Felsic to Intermediate Dykes,3.0,8876
8912,58459,2413,21.64,30.48,Intermediate to Ultramafic Volcanics,5.0,8877
8913,58502,2422,0.0,6.09,Casing,1.0,8878
8914,58503,2422,6.09,51.81,Indifferenciated Tuffs,6.0,8879
8915,58504,2422,51.81,57.91,Intermediate to Ultramafic Volcanics,5.0,8880
8916,58505,2423,0.0,3.04,Casing,1.0,8881
8917,58506,2423,3.04,8.68,Intermediate to Ultramafic Volcanics,5.0,8882
8918,58507,2423,8.68,15.91,Intermediate to Ultramafic Volcanics,5.0,8883
8919,58508,2424,0.0,6.09,Casing,1.0,8884
8920,58509,2424,6.09,12.34,Intermediate to Ultramafic Volcanics,5.0,8885
8921,58510,2424,12.34,17.83,Felsic to Intermediate Dykes,3.0,8886
8922,58511,2424,17.83,21.33,Intermediate to Ultramafic Volcanics,5.0,8887
8923,58512,2424,21.33,30.48,Indifferenciated Tuffs,6.0,8888
8924,58513,2425,0.0,5.48,Casing,1.0,8889
8925,58514,2425,5.48,9.44,Intermediate to Ultramafic Volcanics,5.0,8890
8926,58515,2425,9.44,10.63,Early Diorite,2.0,8891
8927,58516,2425,10.63,17.16,Intermediate to Ultramafic Volcanics,5.0,8892
8928,58517,2425,17.16,18.59,Early Diorite,2.0,8893
8929,58518,2425,18.59,25.23,Intermediate to Ultramafic Volcanics,5.0,8894
8930,58519,2425,25.23,27.09,Felsic to Intermediate Dykes,3.0,8895
8931,58520,2425,27.09,27.27,Intermediate to Ultramafic Volcanics,5.0,8896
8932,58521,2425,27.27,29.8,Early Diorite,2.0,8897
8933,58522,2425,29.8,34.13,Felsic to Intermediate Dykes,3.0,8898
8934,58523,2425,34.13,38.4,Intermediate to Ultramafic Volcanics,5.0,8899
8935,58524,2426,0.0,8.53,Casing,1.0,8900
8936,58525,2426,8.53,9.69,Intermediate to Ultramafic Volcanics,5.0,8901
8937,58526,2426,9.69,17.98,Felsic to Intermediate Dykes,3.0,8902
8938,58527,2426,17.98,29.87,Intermediate to Ultramafic Volcanics,5.0,8903
8939,58528,2427,0.0,10.05,Casing,1.0,8904
8940,58529,2427,10.05,17.37,Early Diorite,2.0,8905
8941,58530,2427,17.37,23.77,Intermediate to Ultramafic Volcanics,5.0,8906
8942,58531,2427,23.77,25.6,Felsic to Intermediate Dykes,3.0,8907
8943,58532,2427,25.6,28.95,Intermediate to Ultramafic Volcanics,5.0,8908
8944,58533,2427,28.95,30.78,Early Diorite,2.0,8909
8945,58534,2427,30.78,35.66,Intermediate to Ultramafic Volcanics,5.0,8910
8946,58535,2427,35.66,37.18,Early Diorite,2.0,8911
8947,58536,2427,37.18,37.52,Intermediate to Ultramafic Volcanics,5.0,8912
8948,59112,25,0.0,10.05,Casing,1.0,8913
8949,59113,25,10.05,16.76,Early Diorite,2.0,8914
8950,59114,25,16.76,33.52,Shear Zone,4.0,8915
8951,59115,25,33.52,41.3,Intermediate to Ultramafic Volcanics,5.0,8916
8952,59116,25,41.3,47.39,Early Diorite,2.0,8917
8953,59117,25,47.39,80.77,Intermediate to Ultramafic Volcanics,5.0,8918
8954,59118,25,80.77,92.14,Early Diorite,2.0,8919
8955,59119,25,92.14,121.92,Intermediate to Ultramafic Volcanics,5.0,8920
8956,59120,25,121.92,146.6,Intermediate to Ultramafic Volcanics,5.0,8921
8957,59711,2586,0.0,0.91,Casing,1.0,8922
8958,59712,2586,0.91,20.23,Intermediate to Ultramafic Volcanics,5.0,8923
8959,59713,2586,20.23,25.29,Early Diorite,2.0,8924
8960,59714,2586,25.29,27.12,Early Diorite,2.0,8925
8961,59715,2586,27.12,31.39,Intermediate to Ultramafic Volcanics,5.0,8926
8962,59716,2587,0.0,1.52,Casing,1.0,8927
8963,59717,2587,1.52,7.16,Early Diorite,2.0,8928
8964,59718,2587,7.16,23.01,Early Diorite,2.0,8929
8965,59719,2587,23.01,31.08,Early Diorite,2.0,8930
8966,59720,2588,0.0,0.6,Casing,1.0,8931
8967,59721,2588,0.6,10.97,Early Diorite,2.0,8932
8968,59722,2588,10.97,16.76,Early Diorite,2.0,8933
8969,59723,2588,16.76,25.45,Early Diorite,2.0,8934
8970,59724,2588,25.45,26.21,Felsic to Intermediate Dykes,3.0,8935
8971,59725,2588,26.21,28.04,Early Diorite,2.0,8936
8972,59726,2588,28.04,37.94,Early Diorite,2.0,8937
8973,59727,2589,0.0,3.35,Casing,1.0,8938
8974,59728,2589,3.35,11.88,Intermediate to Ultramafic Volcanics,5.0,8939
8975,59729,2589,11.88,31.39,Early Diorite,2.0,8940
8976,59742,2590,0.0,0.6,Casing,1.0,8941
8977,59743,2590,0.6,6.4,Early Diorite,2.0,8942
8978,59744,2590,6.4,15.24,Early Diorite,2.0,8943
8979,59745,2590,15.24,20.11,Early Diorite,2.0,8944
8980,59746,2590,20.11,26.21,Early Diorite,2.0,8945
8981,59823,26,0.0,10.66,Casing,1.0,8946
8982,59824,26,10.66,11.73,Early Diorite,2.0,8947
8983,59825,26,11.73,28.04,Intermediate to Ultramafic Volcanics,5.0,8948
8984,59826,26,28.04,28.95,Shear Zone,4.0,8949
8985,59827,26,28.95,43.28,Early Diorite,2.0,8950
8986,59828,26,43.28,51.81,Shear Zone,4.0,8951
8987,59829,26,51.81,57.91,Early Diorite,2.0,8952
8988,59830,26,57.91,59.43,Shear Zone,4.0,8953
8989,59831,26,59.43,61.26,Early Diorite,2.0,8954
8990,59832,26,61.26,62.78,Shear Zone,4.0,8955
8991,60328,27,0.0,3.2,Casing,1.0,8956
8992,60329,27,3.2,3.71,Felsic to Intermediate Dykes,3.0,8957
8993,60330,27,3.71,5.51,Early Diorite,2.0,8958
8994,60331,27,5.51,8.83,Shear Zone,4.0,8959
8995,60332,27,8.83,9.66,Early Diorite,2.0,8960
8996,60333,27,9.66,12.8,Shear Zone,4.0,8961
8997,60334,27,12.8,13.8,Early Diorite,2.0,8962
8998,60335,27,13.8,49.22,Intermediate to Ultramafic Volcanics,5.0,8963
8999,60336,27,49.22,61.44,Early Diorite,2.0,8964
9000,60337,27,61.44,65.37,Intermediate to Ultramafic Volcanics,5.0,8965
9001,60338,27,65.37,68.58,Shear Zone,4.0,8966
9002,60339,27,68.58,78.63,Early Diorite,2.0,8967
9003,60340,27,78.63,97.23,Shear Zone,4.0,8968
9004,63128,3,0.0,3.04,Casing,1.0,8969
9005,63129,3,3.04,27.73,Early Diorite,2.0,8970
9006,63130,3,27.73,42.64,Felsic to Intermediate Dykes,3.0,8971
9007,63131,3,42.64,43.89,Early Diorite,2.0,8972
9008,63132,3,43.89,79.24,Felsic to Intermediate Dykes,3.0,8973
9009,63133,3,79.24,94.18,Intermediate to Ultramafic Volcanics,5.0,8974
9010,63134,3,94.18,128.93,Early Diorite,2.0,8975
9011,63135,3,128.93,145.54,Intermediate to Ultramafic Volcanics,5.0,8976
9012,71873,4,0.0,9.14,Casing,1.0,8977
9013,71874,4,9.14,27.64,Early Diorite,2.0,8978
9014,71875,4,27.64,32.76,Felsic to Intermediate Dykes,3.0,8979
9015,71876,4,32.76,57.91,Early Diorite,2.0,8980
9016,71877,4,57.91,74.67,Intermediate to Ultramafic Volcanics,5.0,8981
9017,71878,4,74.67,79.55,Early Diorite,2.0,8982
9018,71879,4,79.55,93.87,Intermediate to Ultramafic Volcanics,5.0,8983
9019,71880,4,93.87,96.8,Diorite,2.0,8984
9020,71881,4,96.8,103.93,Intermediate to Ultramafic Volcanics,5.0,8985
9021,71882,4,103.93,121.92,Early Diorite,2.0,8986
9022,71883,4,121.92,124.35,Intermediate to Ultramafic Volcanics,5.0,8987
9023,80343,5,0.0,6.7,Casing,1.0,8988
9024,80344,5,6.7,7.62,Felsic to Intermediate Dykes,3.0,8989
9025,80345,5,7.62,24.38,Intermediate to Ultramafic Volcanics,5.0,8990
9026,80346,5,24.38,30.48,Felsic to Intermediate Dykes,3.0,8991
9027,80347,5,30.48,51.81,Early Diorite,2.0,8992
9028,80348,5,51.81,54.86,Felsic to Intermediate Dykes,3.0,8993
9029,80349,5,54.86,60.96,Early Diorite,2.0,8994
9030,80350,5,60.96,63.39,Felsic to Intermediate Dykes,3.0,8995
9031,80351,5,63.39,87.63,Early Diorite,2.0,8996
9032,80352,5,87.63,97.01,Intermediate to Ultramafic Volcanics,5.0,8997
9033,80353,5,97.01,103.78,Early Diorite,2.0,8998
9034,80354,5,103.78,106.68,Intermediate to Ultramafic Volcanics,5.0,8999
9035,80355,5,106.68,112.68,Early Diorite,2.0,9000
9036,80356,5,112.68,117.65,Intermediate to Ultramafic Volcanics,5.0,9001
9037,80357,5,117.65,126.79,Early Diorite,2.0,9002
9038,80358,5,126.79,128.56,Intermediate to Ultramafic Volcanics,5.0,9003
9039,80359,5,128.56,136.39,Early Diorite,2.0,9004
9040,81841,523,0.0,7.92,Casing,1.0,9005
9041,81842,523,7.92,27.37,Intermediate to Ultramafic Volcanics,5.0,9006
9042,81843,523,27.37,28.04,Felsic to Intermediate Dykes,3.0,9007
9043,81844,523,28.04,40.66,Intermediate to Ultramafic Volcanics,5.0,9008
9044,81845,523,40.66,41.08,Early Diorite,2.0,9009
9045,81846,523,41.08,41.87,Intermediate to Ultramafic Volcanics,5.0,9010
9046,81847,523,41.87,43.06,Early Diorite,2.0,9011
9047,81848,523,43.06,44.43,Intermediate to Ultramafic Volcanics,5.0,9012
9048,81849,523,44.43,54.01,Early Diorite,2.0,9013
9049,81850,523,54.01,92.96,Intermediate to Ultramafic Volcanics,5.0,9014
9050,82017,525,0.0,9.75,Casing,1.0,9015
9051,82018,525,9.75,15.17,Indifferenciated Tuffs,6.0,9016
9052,82019,525,15.17,15.84,Early Diorite,2.0,9017
9053,82020,525,15.84,23.89,Indifferenciated Tuffs,6.0,9018
9054,82021,525,23.89,28.28,Early Diorite,2.0,9019
9055,82022,525,28.28,29.56,Intermediate to Ultramafic Volcanics,5.0,9020
9056,82023,525,29.56,32.61,Early Diorite,2.0,9021
9057,82024,525,32.61,76.8,Intermediate to Ultramafic Volcanics,5.0,9022
9058,82318,527,0.0,4.57,Casing,1.0,9023
9059,82319,527,4.57,41.75,Intermediate to Ultramafic Volcanics,5.0,9024
9060,82320,527,41.75,47.54,Indifferenciated Tuffs,6.0,9025
9061,82321,527,47.54,68.58,Intermediate to Ultramafic Volcanics,5.0,9026
9062,82322,527,68.58,74.67,Indifferenciated Tuffs,6.0,9027
9063,82323,527,74.67,76.56,Diorite,2.0,9028
9064,82324,527,76.56,91.74,Early Diorite,2.0,9029
9065,82487,529,0.0,5.48,Casing,1.0,9030
9066,82488,529,5.48,14.38,Early Diorite,2.0,9031
9067,82489,529,14.38,14.69,Intermediate to Ultramafic Volcanics,5.0,9032
9068,82490,529,14.69,21.03,Early Diorite,2.0,9033
9069,82491,529,21.03,22.37,Intermediate to Ultramafic Volcanics,5.0,9034
9070,82492,529,22.37,31.12,Intermediate to Ultramafic Volcanics,5.0,9035
9071,82493,529,31.12,38.16,Intermediate to Ultramafic Volcanics,5.0,9036
9072,82494,529,38.16,39.62,Early Diorite,2.0,9037
9073,82495,529,39.62,44.89,Intermediate to Ultramafic Volcanics,5.0,9038
9074,82496,529,44.89,44.98,Early Diorite,2.0,9039
9075,82497,529,44.98,45.17,Intermediate to Ultramafic Volcanics,5.0,9040
9076,82498,529,45.17,45.65,Early Diorite,2.0,9041
9077,82499,529,45.65,48.76,Intermediate to Ultramafic Volcanics,5.0,9042
9078,82585,531,0.0,5.18,Casing,1.0,9043
9079,82586,531,5.18,14.93,Early Diorite,2.0,9044
9080,82587,531,14.93,17.52,Felsic to Intermediate Dykes,3.0,9045
9081,82588,531,17.52,20.87,Early Diorite,2.0,9046
9082,82589,531,20.87,22.73,Intermediate to Ultramafic Volcanics,5.0,9047
9083,82590,531,22.73,30.17,Early Diorite,2.0,9048
9084,82698,532,0.0,5.79,Casing,1.0,9049
9085,82699,532,5.79,17.37,Early Diorite,2.0,9050
9086,82700,532,17.37,34.59,Early Diorite,2.0,9051
9087,82701,532,34.59,87.78,Early Diorite,2.0,9052
9088,82702,532,87.78,90.37,Intermediate to Ultramafic Volcanics,5.0,9053
9089,82703,532,90.37,96.92,Early Diorite,2.0,9054
9090,82704,532,96.92,98.45,Intermediate to Ultramafic Volcanics,5.0,9055
9091,82805,534,0.0,6.7,Casing,1.0,9056
9092,82806,534,6.7,9.38,Early Diorite,2.0,9057
9093,82807,534,9.38,9.93,Intermediate to Ultramafic Volcanics,5.0,9058
9094,82808,534,9.93,10.69,Early Diorite,2.0,9059
9095,82809,534,10.69,74.18,Intermediate to Ultramafic Volcanics,5.0,9060
9096,82810,534,74.18,75.43,Diorite,2.0,9061
9097,82811,534,75.43,86.53,Intermediate to Ultramafic Volcanics,5.0,9062
9098,82812,534,86.53,90.09,Early Diorite,2.0,9063
9099,82813,534,90.09,93.26,Indifferenciated Tuffs,6.0,9064
9100,82814,534,93.26,98.45,Intermediate to Ultramafic Volcanics,5.0,9065
9101,83036,537,0.0,6.09,Casing,1.0,9066
9102,83037,537,6.09,12.19,Indifferenciated Tuffs,6.0,9067
9103,83038,537,12.19,18.28,Intermediate to Ultramafic Volcanics,5.0,9068
9104,83039,537,18.28,34.86,Indifferenciated Tuffs,6.0,9069
9105,83040,537,34.86,36.36,Intermediate to Ultramafic Volcanics,5.0,9070
9106,83041,537,36.36,37.49,Indifferenciated Tuffs,6.0,9071
9107,83042,537,37.49,38.28,Intermediate to Ultramafic Volcanics,5.0,9072
9108,83043,537,38.28,52.36,Indifferenciated Tuffs,6.0,9073
9109,83044,537,52.36,71.01,Intermediate to Ultramafic Volcanics,5.0,9074
9110,83045,537,71.01,72.54,Indifferenciated Tuffs,6.0,9075
9111,83046,537,72.54,90.22,Intermediate to Ultramafic Volcanics,5.0,9076
9112,83362,543,0.0,4.87,Casing,1.0,9077
9113,83363,543,4.87,10.66,Intermediate to Ultramafic Volcanics,5.0,9078
9114,83364,543,10.66,18.59,Early Diorite,2.0,9079
9115,83499,545,0.0,1.82,Casing,1.0,9080
9116,83500,545,1.82,22.7,Early Diorite,2.0,9081
9117,84623,56,0.0,8.38,Casing,1.0,9082
9118,84624,56,8.38,10.94,Early Diorite,2.0,9083
9119,84625,56,10.94,15.24,Intermediate to Ultramafic Volcanics,5.0,9084
9120,84626,56,15.24,55.35,Early Diorite,2.0,9085
9121,84627,56,55.35,56.41,Intermediate to Ultramafic Volcanics,5.0,9086
9122,84628,56,56.41,59.98,Felsic to Intermediate Dykes,3.0,9087
9123,84629,56,59.98,63.91,Intermediate to Ultramafic Volcanics,5.0,9088
9124,84630,56,63.91,65.07,Early Diorite,2.0,9089
9125,84631,56,65.07,72.84,Intermediate to Ultramafic Volcanics,5.0,9090
9126,84632,56,72.84,74.67,Early Diorite,2.0,9091
